42499 111783
10184 10178 179.11308602577844
10184 10185 58.656840338659144
10184 10183 58.39231091296857
10185 10177 180.18063081939127
10185 10184 58.656840338659144
10185 10186 60.11360915580693
10186 36804 4.122544600461828
10186 36805 2.812013816584525
10186 10185 60.11360915580693
10187 19957 46.79795892065937
10187 10188 88.10752400684136
10187 10192 120.31399336286353
10188 10192 78.98376839598674
10188 10187 88.10752400684136
10188 10189 41.27466719293779
10189 10183 58.85576307907985
10189 10188 41.27466719293779
10189 10190 15.450095848722794
10190 10193 106.59674817582551
10190 10189 15.450095848722794
10190 10191 54.03853509160738
10191 10190 54.03853509160738
10191 19986 29.326224193372823
10191 36833 59.70686173672398
10192 10188 78.98376839598674
10192 10193 62.850046312843176
10192 10187 120.31399336286354
10193 10194 63.720553805050756
10193 10190 106.59674817582551
10193 10192 62.850046312843176
10194 10193 63.720553805050756
10194 36833 76.16899430092664
10194 19749 70.43103303025319
10194 36625 156.76955633914417
10195 10196 19.480636032050455
10196 10195 19.480636032050455
10196 10197 57.295221193423686
10196 10197 506.5914293037811
10197 10196 57.295221193423686
10197 10196 506.5914293037812
10197 10198 65.83819921932881
10198 10197 65.83819921932881
10198 10199 63.14028284103674
10198 36625 159.01503890342136
10199 36780 123.0415430173957
10199 10198 63.14028284103674
10199 24903 28.222447619778954
10199 10486 811.7780376696055
10200 10919 64.89993369217802
10200 10201 13.209379216702295
10201 10200 13.209379216702295
10201 10204 33.065674528406205
10201 10921 46.61375555181466
10202 10203 86.01922285667956
10202 10271 824.0735479481139
10203 10202 86.01922285667956
10203 10204 11.172803579726391
10203 10273 886.0243271749268
10204 10203 11.172803579726391
10204 10205 12.996480049913854
10204 10201 33.065674528406205
10204 10272 884.7572772369363
10205 10204 12.996480049913854
10205 10924 91.23630235995637
10205 10274 891.1802054825527
10206 10207 57.83406155408298
10206 10330 46.819518860027124
10206 10329 34.54252353659149
10207 10206 57.83406155408298
10207 10209 53.7209769711263
10207 10328 35.41831237198613
10208 10209 104.70532469154303
10208 10212 62.69453851969747
10208 10330 53.978418010801406
10209 10208 104.70532469154303
10209 10210 49.760204552222554
10209 10207 53.7209769711263
10210 10323 101.14504890392267
10210 10209 49.760204552222554
10210 10211 39.33651937175609
10211 10210 39.33651937175609
10211 10322 102.87313321284239
10211 10213 62.566112998092485
10212 10213 205.31991227852296
10212 10215 73.08858161146553
10212 10208 62.69453851969747
10213 10212 205.31991227852296
10213 10211 62.566112998092485
10213 10214 70.97666149932392
10214 11956 7.311298721598457
10214 31760 156.3928169310045
10214 10213 70.97666149932392
10215 31760 60.915688251635075
10215 10212 73.08858161146553
10215 35296 420.5288196322607
10216 11935 102.51183679684537
10216 35244 102.3278061214401
10216 11969 419.42226470236005
10217 35232 86.73480070168632
10217 11934 165.66410913584895
10217 10218 64.3844667527005
10218 10219 12.172147299427905
10218 10316 285.97840215505505
10218 10217 64.3844667527005
10219 10218 12.172147299427905
10219 10220 12.605994559147609
10219 10304 395.46515966931156
10219 11593 275.2391801425693
10220 10219 12.605994559147609
10220 21254 170.95413646934045
10220 10303 395.2797913423174
10221 10940 85.58673377803629
10221 10222 97.87711480855982
10221 21477 353.03111784463584
10222 10221 97.87711480855982
10222 10223 125.72221094370671
10222 10237 277.6750921713123
10223 10222 125.72221094370671
10223 12299 205.27068299770087
10223 10224 181.75402608636352
10224 10254 252.6435916478021
10224 36887 93.45688991978794
10224 10223 181.7540260863635
10225 10257 151.6085549903412
10225 10259 69.22708642916157
10225 36883 267.5882286955012
10225 10231 211.5887139925135
10226 10239 217.7569937849908
10226 10260 81.97430682206002
10226 10227 79.09577760804501
10227 10232 134.56914515082372
10227 10228 190.5810253088046
10227 10226 79.09577760804501
10228 10233 134.10318551110842
10228 10229 79.87749255340533
10228 10227 190.5810253088046
10229 10234 135.3724341326126
10229 10262 81.07354932048023
10229 10228 79.87749255340533
10230 10943 12.579944709173837
10230 35009 67.25068868300507
10230 10934 196.75363058252367
10231 36887 12.425770510594912
10231 10281 424.9309737013741
10231 12299 208.7923799967033
10231 10225 211.58871399251348
10232 10240 84.42293961200271
10232 10227 134.56914515082372
10232 10233 189.18103083500398
10233 10228 134.10318551110842
10233 10232 189.18103083500398
10233 10234 80.77413425569166
10234 10229 135.3724341326126
10234 10233 80.77413425569166
10234 10235 80.46436458921362
10235 10263 215.919748386823
10235 10234 80.46436458921362
10235 10236 78.65125315050322
10236 10241 85.79204714834754
10236 10264 214.79628786383566
10236 10235 78.65125315050322
10237 21471 22.612288768720717
10237 10222 277.6750921713123
10237 12299 143.00173881966646
10237 10280 249.60636140698608
10238 36883 175.1517608952164
10239 10226 217.7569937849908
10239 36883 87.33416352349708
10239 10240 79.09596522895893
10240 10232 84.42293961200271
10240 10239 79.09596522895893
10240 10241 428.92979405601454
10241 10236 85.79204714834754
10241 10240 428.92979405601454
10241 10282 161.39309255832592
10242 10278 403.12871815080615
10242 10246 15.753474681646155
10243 36470 1.3117578241977816
10243 10277 234.7613884450987
10244 36080 164.76557206291568
10244 21912 64.55602093825844
10244 10278 13.242565328408563
10244 10246 410.9594578683156
10245 10277 14.256589125329942
10245 10243 235.96248831387393
10246 10249 23.7432934981531
10246 10244 410.9594578683156
10247 36470 11.397332056905649
10247 22275 128.94996939710262
10247 10250 79.80548995670951
10248 22276 56.50788885091086
10248 22278 42.07783979115138
10248 10252 78.9825286053743
10249 10254 101.95315408749696
10249 10245 20.750921463132457
10250 10255 25.526961006477464
10250 22279 132.10405975968467
10250 10247 79.80548995670951
10251 10258 141.32255686161565
10251 22280 20.690281462155124
10251 22279 63.20046410028837
10252 22280 58.22327357061329
10252 22282 25.096823945299796
10252 10248 78.9825286053743
10253 10254 10.50065007313878
10254 10249 101.95315408749696
10254 10253 10.50065007313878
10254 10224 252.64359164780208
10254 10255 229.2710131705847
10255 36414 52.362885845260884
10255 10250 25.526961006477464
10255 10254 229.2710131705847
10256 21918 176.62268373653043
10256 21916 30.253112549421022
10256 10940 144.2823042786726
10257 10225 151.6085549903412
10257 36414 64.42780656827927
10257 36430 86.37852753478658
10258 10251 141.32255686161565
10258 22286 55.65152369176987
10258 36123 80.12237170378002
10259 10260 24.135407270951198
10259 10225 69.22708642916157
10259 36431 33.10053864590404
10260 10226 81.97430682206002
10260 10259 24.135407270951198
10260 36428 130.85452954372883
10261 36424 74.57099824708105
10261 36426 54.41768830317282
10261 36427 137.97162698819457
10262 10229 81.07354932048023
10262 35310 24.65162691942301
10262 36424 34.8809780711368
10263 10235 215.919748386823
10263 10264 80.20413730194761
10263 35310 54.106003343068075
10264 10236 214.79628786383566
10264 35309 12.376943667980344
10264 10263 80.20413730194761
10265 35309 92.99616246996572
10266 35068 5.706545376928319
10266 35066 95.56715487124218
10266 21497 65.30076626533966
10267 36894 28.07362656905116
10267 11931 67.91893052186008
10267 10270 266.8159882237021
10268 11926 99.10843381800358
10268 11932 50.9497482738215
10268 10290 670.9494348749415
10269 21501 20.13086087177109
10269 21502 84.39929814918351
10269 11933 106.97639094825796
10270 11933 79.43708772251259
10270 35070 107.53211789995693
10270 10267 266.81598822370205
10271 36437 114.80288177131185
10271 10202 824.0735479481142
10272 10274 12.628024951742375
10272 10204 884.7572772369363
10273 10272 13.198008773748262
10273 10203 886.0243271749266
10274 10276 12.228261271796454
10274 10205 891.1802054825528
10275 21908 76.49917354101491
10275 12213 296.0779076170471
10275 36081 287.9999300709329
10276 10242 10.314751810897754
10276 12213 564.7897231412253
10277 10273 25.584204452453847
10278 36081 162.8981512915157
10278 10242 403.12871815080615
10278 10244 13.242565328408563
10279 31669 268.47702987897384
10279 36470 555.2833977993703
10279 36468 11.663402464001624
10280 22540 138.8380056557666
10280 10281 308.0072392825047
10280 10237 249.60636140698605
10281 10231 424.9309737013741
10281 10293 1076.3743675939156
10281 10280 308.0072392825047
10282 10241 161.39309255832592
10283 10289 31.251479764408394
10283 41926 804.4362194764852
10284 10283 15.887666231377523
10284 21502 468.01915910452294
10285 10292 11.279004173681392
10285 10287 193.69706152737436
10285 35070 448.1225695964497
10286 10284 12.404750596622652
10287 10286 35.884565841548444
10288 10285 152.93177400370936
10288 10294 11.312351424668101
10289 10945 86.89096047710989
10289 10295 15.128036644993179
10290 10288 148.7065227515179
10290 10296 12.164883908315018
10290 10268 670.9494348749415
10291 10292 149.97918160808743
10291 10287 43.61760505523988
10292 42098 20.07714473123342
10292 10285 11.279004173681392
10292 10291 149.97918160808743
10293 10300 12.112269852813961
10293 10281 1076.3743675939154
10293 10290 624.9127153749137
10294 10296 148.9494858352167
10294 42098 132.85502598537136
10294 10288 11.312351424668101
10295 10302 23.533893122185983
10296 35144 314.1800437752718
10296 10294 148.9494858352167
10296 10290 12.164883908315018
10297 10286 19.441432529656414
10297 10298 51.90208207783465
10298 42097 198.1731951858655
10298 10291 30.0413349664966
10299 35143 12.684962892700165
10299 35144 12.244529754534117
10299 10304 11.076280166747578
10300 10293 12.112269852813961
10300 10307 1242.274192236973
10300 35143 285.2749946875258
10301 10297 17.509909080458623
10302 10301 13.524983389291476
10302 34908 397.99352522635655
10303 10304 12.323855711891635
10303 35144 11.333420778593936
10303 10220 395.2797913423174
10304 10305 12.714313213224635
10304 10219 395.46515966931156
10304 10299 11.076280166747578
10305 10306 271.996428749751
10305 10310 46.749626357819395
10305 35143 11.07587798780101
10306 10313 47.91792910692491
10306 10309 1049.300306041705
10307 10308 15.7353897211739
10307 42096 13.163367121496247
10307 10300 1242.2741922369728
10308 10307 15.7353897211739
10308 42094 12.740822732433964
10309 10312 34.55330323154416
10309 31693 147.87484251923524
10310 10311 210.36834350767083
10310 10316 62.269323806026534
10310 10305 46.749626357819395
10311 10318 59.180383675836225
10311 10310 210.36834350767083
10311 10313 61.57835319507709
10312 10314 47.033854043061766
10312 10330 149.17879147831763
10312 10309 34.55330323154416
10313 10311 61.57835319507709
10313 10306 47.91792910692491
10313 10327 107.516350100755
10314 10312 47.033854043061766
10314 10315 105.47175157053758
10314 10319 59.57442163964329
10315 10314 105.47175157053758
10315 31693 35.78536440231741
10315 10321 60.51045947742002
10316 10317 63.54276013944698
10316 10218 285.97840215505505
10316 10310 62.269323806026534
10317 10325 45.75154664278263
10317 10316 63.54276013944698
10317 10318 146.36235285240394
10318 10326 49.47752386973879
10318 10311 59.180383675836225
10318 10317 146.36235285240394
10319 10320 57.03299588551267
10319 10314 59.57442163964329
10319 10329 54.66755465370412
10320 10321 60.695555484416644
10320 10319 57.03299588551267
10320 10324 42.79351081077269
10321 10320 60.695555484416644
10321 10315 60.51045947742002
10321 10322 43.484908337728385
10322 10323 20.587135680034155
10322 10321 43.484908337728385
10322 10211 102.87313321284239
10323 10210 101.14504890392267
10323 10322 20.587135680034155
10323 10324 47.58756662177404
10324 10323 47.58756662177404
10324 10328 11.399013056199992
10324 10320 42.79351081077269
10325 10317 45.75154664278263
10325 35254 76.94698402660438
10325 11934 73.3355086420689
10326 10318 49.47752386973879
10326 35256 7.19403081790223
10326 35254 69.37945961450308
10327 35256 52.99047277826894
10327 10313 107.516350100755
10327 35244 132.368016263057
10328 10329 58.199741931315934
10328 10207 35.41831237198613
10328 10324 11.399013056199992
10329 10328 58.199741931315934
10329 10319 54.66755465370412
10329 10206 34.54252353659149
10330 10206 46.819518860027124
10330 10208 53.978418010801406
10330 10312 149.17879147831763
10331 29157 3.2534935201984316
10331 29348 56.533113413572146
10331 29166 86.5112764989164
10332 10333 39.905842169101355
10332 2863 82.26029252228908
10332 2850 30.07587508867559
10333 2864 82.88523821103311
10333 10332 39.905842169101355
10333 2958 272.3566755573163
10334 18413 49.22079926405076
10335 18945 31.081170050691167
10335 21240 19.341265169269295
10335 21048 55.64014501540113
10336 39166 8.477278330068568
10336 21246 136.5679484952243
10336 21243 19.96346796463844
10337 20575 36.728921511327734
10337 39136 63.19017285406284
10338 21067 44.57521012014814
10338 21128 5.308640298080492
10338 21068 113.23625043323418
10339 20856 59.06415440696467
10339 10341 57.81035441374191
10339 20852 24.288139327003503
10340 20858 20.523545702702453
10340 20857 77.29303259106518
10340 24032 25.09283059197859
10341 10339 57.81035441374191
10341 24036 102.7789020320784
10341 24038 69.98968622174428
10342 20867 18.811655896965952
10342 19192 11.338592458597626
10342 20866 83.94558515872933
10343 24037 68.4551845261441
10343 24034 16.224339978114557
10343 24035 26.39560054621019
10344 20868 33.42689864351674
10344 37366 27.9356772564287
10344 24037 79.00508431055928
10345 10349 10.01975266843226
10345 24035 67.40830081171008
10345 24037 24.256389323356874
10346 18418 1002.5272466893719
10347 18416 143.18481824811155
10347 10351 9.665802230923706
10347 10346 15.05846968232972
10348 10347 50.5560610423881
10348 10354 8.817857049563628
10348 24038 123.97484819900036
10349 10345 10.01975266843226
10349 10358 48.29274789497652
10350 10346 9.925822224299576
10350 10351 14.907256912560669
10351 10347 9.665802230923706
10351 10354 48.50550503922045
10352 10356 44.78953371523222
10352 10349 180.58585739957906
10353 10383 160.1514463852344
10353 10352 54.83449183684257
10354 10348 8.817857049563628
10354 10353 13.821205802387585
10355 21131 163.0331594429878
10355 24027 67.2042937854607
10355 19195 19.249060415332373
10356 10352 44.78953371523222
10356 10382 114.90937465917195
10356 10357 134.11005609937177
10357 10381 111.08565471599934
10357 10358 46.079736092082904
10357 10356 134.11005609937177
10358 10357 46.079736092082904
10358 10349 48.29274789497652
10358 10359 78.7760741583873
10358 10392 220.52548375878354
10359 24017 21.846873849029947
10359 10358 78.7760741583873
10359 20868 49.94020696428328
10360 18350 35.2376356106668
10360 38647 29.566756264399196
10360 18349 269.88974774458813
10361 38844 53.418177460428794
10361 18355 32.17819283463162
10361 23915 181.35586963927594
10362 20109 23.929830690602877
10362 18955 42.3618447499077
10362 40482 27.892519490764432
10363 20133 49.0604279140454
10363 38842 27.98102204028976
10363 23937 60.408263944490436
10364 23944 23.789086285306624
10364 21085 19.3939815037357
10364 20123 15.289703150600399
10365 21221 103.03965881479716
10365 20140 9.76928574972806
10365 22003 172.40423987070244
10366 20146 4.032845945670414
10366 20148 22.53305034623129
10366 20138 52.63866801565834
10367 20156 117.54967388322639
10367 40494 22.862010962396134
10367 20147 2.9813301069031306
10368 39120 57.69918895964998
10368 18380 36.1904591805525
10368 20219 112.66440394912952
10369 20216 25.400630618144408
10369 20177 97.08997177382277
10369 20222 28.449365633231636
10370 20204 19.968120414705446
10370 20936 24.33369470626399
10370 20940 101.04988125473177
10370 20935 44.633975150444584
10371 23965 92.05941381172802
10371 40699 19.405763983634067
10371 20214 9.074553591511576
10372 23921 66.37968577690386
10372 18928 21.812313384729624
10372 10373 82.11643169500324
10373 21096 96.29998085020677
10373 10372 82.11643169500324
10373 10374 13.157110352230237
10374 10373 13.157110352230237
10374 21098 19.12692554561545
10374 18933 100.49067253960976
10375 40775 8.868174321083563
10376 20947 124.10559411310092
10376 40794 23.707207288036226
10376 18395 29.5478169341754
10376 40793 24.40813864472641
10377 21101 21.24056190830004
10377 21102 6.758934975801202
10377 4599 97.80430651686206
10378 39142 26.66031786731259
10378 21046 42.77139074360333
10378 38657 80.79236413523213
10379 39119 44.48738917764746
10379 18942 26.56960491456243
10379 24089 37.68361913315002
10380 20874 16.446498438758194
10380 24016 30.0273242869439
10380 21146 97.27148282361414
10381 10357 111.08565471599934
10381 21162 53.466151867188685
10381 10382 133.21975446756096
10382 10356 114.90937465917195
10382 10383 51.14189948340601
10382 10381 133.21975446756096
10383 10382 51.14189948340601
10383 10353 160.1514463852344
10383 10385 51.685365825338366
10384 19197 27.964745226966446
10384 20294 68.05215450956612
10384 21016 25.602207489151986
10385 23205 18.58007661892089
10385 10383 51.685365825338366
10385 21162 179.89664967101078
10386 10387 8.398680878892517
10386 38060 308.3084440682772
10387 10386 8.398680878892517
10387 20403 24.48310818328156
10387 21020 58.35526850331058
10388 40438 81.78238364929975
10388 21170 31.38212807622103
10388 20292 35.92876458304274
10388 21168 27.225654599017865
10389 21171 43.294192633411015
10389 20882 19.861948461329234
10389 20881 89.90551981226392
10390 23201 12.342857615385782
10390 41741 64.11144457559625
10391 21162 55.55681925271685
10391 10392 46.74822266520929
10391 23201 188.4614741249565
10392 24009 28.20767072531437
10392 10391 46.74822266520929
10392 10358 220.52548375878354
10393 20402 53.943463881853816
10393 20653 38.28312062693719
10393 20629 126.37010303454166
10394 24008 29.14640492012797
10394 38063 17.80524329507183
10394 20292 111.97844993731383
10395 10396 48.5161723795463
10395 38062 92.85725109590817
10396 10397 8.047896497215246
10396 10398 178.01207388126156
10396 38063 100.79096830695302
10397 10396 8.047896497215246
10397 24186 41.635688395627426
10397 20669 43.57835527985142
10398 10399 14.03796624717642
10399 10401 14.037891173737652
10399 38180 172.38219745182147
10400 10398 9.359856117884773
10400 38055 53.96332706566062
10401 10403 14.038506849079885
10402 10400 9.358544549648414
10403 10402 14.029495324549572
10403 38018 41.065761348771794
10404 9336 80.5783097991784
10404 9339 38.07705685125509
10404 10405 31.481409371483718
10404 19657 32.524585531793775
10405 9346 79.7154409421084
10405 9345 38.00142139255554
10405 10406 33.42926370648528
10405 10404 31.481409371483718
10406 9357 80.72369491249006
10406 9360 37.250196853890415
10406 10407 32.373199789488545
10406 10405 33.42926370648528
10407 9368 41.453848966216874
10407 9369 37.89186578318851
10407 9381 34.93564203899452
10407 10406 32.373199789488545
10408 10541 5.1548511864240085
10408 21612 213.5674488787103
10408 33422 155.04935140351245
10409 518 36.281662903665556
10409 537 49.92055669050881
10409 529 39.12755248057577
10409 9430 40.40915584583942
10410 9428 75.75101942423802
10410 10411 30.635470247168413
10410 9419 29.067507826549807
10410 9427 241.18760739859675
10411 9452 20.34946226194937
10411 10410 30.635470247168413
10411 9444 236.99638989411469
10411 9446 64.20646486630693
10412 19679 7.385258799161382
10412 19678 112.15753608371111
10412 19680 78.64655750757346
10413 10414 65.76609239902751
10413 38723 384.05008107438346
10413 38128 298.88835078940485
10414 10413 65.76609239902751
10414 19684 21.55831578343191
10414 22640 211.6523571483134
10414 19680 163.85195888893895
10415 37976 56.961041847570115
10415 12267 3.0282901872570163
10415 37996 108.2277684813537
10416 37999 17.775110160800544
10416 37986 122.69214237885193
10416 10417 74.69986363546187
10417 12271 137.06955701674423
10417 10416 74.69986363546188
10417 38000 137.94578115423536
10418 37265 50.00461813081598
10418 37263 80.41518503901524
10418 37999 192.61539380438663
10419 38109 11.575293107045749
10419 37991 349.8906956820455
10420 12270 804.2913475948917
10420 41761 80.2983374780132
10421 36479 9.733351965082408
10421 12309 156.41237694645375
10422 10471 82.68350618576024
10422 25338 48.30824515735446
10422 10478 648.4643599130052
10422 33345 297.85896884317964
10423 10424 61.65673363065647
10423 10432 164.5155888739814
10423 10470 89.2581604080728
10424 10431 165.79308168967802
10424 10423 61.65673363065647
10424 10425 34.73784507179108
10425 10424 34.73784507179108
10425 10430 166.30374021781026
10425 10471 92.28105102546455
10426 32935 152.08227262276304
10427 32935 10.710746543976507
10427 19741 85.20027084120885
10427 19751 50.6529930308063
10428 33395 52.744282031816574
10428 33263 131.37309968874712
10428 11448 86.47251993633597
10429 39962 22.585170311948115
10429 10432 61.19799348823972
10429 10469 262.4677977466596
10430 33013 160.3780901051576
10430 10425 166.30374021781026
10430 10431 32.290270505093375
10431 10424 165.79308168967802
10431 33271 56.41925386695315
10431 10430 32.290270505093375
10431 10432 63.584664549387995
10432 10423 164.5155888739814
10432 10431 63.584664549387995
10432 10429 61.19799348823972
10433 19772 46.74839535211963
10433 19766 14.9870282875533
10433 10435 49.90058914902385
10434 32933 50.91636419884672
10434 32982 10.188046317117362
10434 10436 84.49924394041112
10435 33265 44.63409371470301
10435 10433 49.90058914902385
10435 19875 48.50292946839504
10436 19758 48.804487358785764
10436 33266 200.93466346764342
10436 10434 84.49924394041112
10436 10437 68.7280880743819
10437 10473 171.0538696478207
10437 10436 68.7280880743819
10437 10438 62.15769357239243
10438 10474 172.0076752908053
10438 10437 62.15769357239243
10438 19767 26.262786428665656
10439 10441 63.018082665834264
10439 19767 38.79531655336915
10439 10440 112.73987972425176
10440 22661 363.6232237789845
10440 10439 112.73987972425176
10440 10477 173.45714937202945
10441 10439 63.018082665834264
10441 10475 109.02720145495967
10441 10472 65.68884241992696
10442 22543 93.36483280478865
10442 1141 6.18549383155925
10442 36418 126.21356784988139
10443 21393 48.487450951423305
10443 31725 114.0644414326717
10443 36418 19.5736439272681
10444 10445 11.022432727675895
10444 33200 80.99591805268682
10444 10733 424.70660805513376
10445 33008 63.470242672417655
10445 10451 24.49671663180802
10445 10444 11.022432727675895
10446 33009 55.366370124208224
10446 19970 20.982658310576436
10446 10447 60.480289599782424
10446 33012 356.68364266119806
10447 10455 159.54323540082532
10447 10446 60.480289599782424
10447 10448 55.08888049053361
10448 10456 159.7334235008891
10448 10447 55.08888049053361
10448 10449 53.85589657070774
10449 10457 161.46734429573704
10449 10448 53.85589657070774
10449 10450 53.347165302680004
10450 10449 53.347165302680004
10450 10460 239.0425929316198
10450 10451 260.5596860757169
10451 10452 292.6221644287041
10451 10453 61.425474294705595
10451 10445 24.49671663180802
10451 10450 260.5596860757169
10452 10451 292.6221644287041
10452 19727 174.34549560098353
10452 19715 24.110596728478324
10452 10454 64.96016791190817
10453 19716 93.20854620321985
10453 33007 136.098398204406
10453 10451 61.425474294705595
10454 19720 54.05203600035082
10454 10452 64.96016791190817
10454 22661 570.0974216093929
10455 10456 56.23434843654774
10455 19972 16.165282868173627
10455 10447 159.54323540082532
10456 10448 159.7334235008891
10456 10457 53.71711965786103
10456 10455 56.23434843654774
10457 10456 53.71711965786103
10457 10449 161.46734429573704
10457 10460 32.56038539269177
10458 10459 57.53945433788115
10458 10464 97.41804429850107
10458 19972 22.302430980117865
10459 10465 98.60311201401124
10459 10458 57.53945433788115
10459 10460 53.56652212749896
10460 10459 53.56652212749896
10460 10461 59.90121433923818
10460 10450 239.0425929316198
10460 10457 32.56038539269177
10461 10463 40.0638228460809
10461 10460 59.90121433923818
10461 10462 87.1952864651108
10462 10461 87.1952864651108
10463 10461 40.0638228460809
10464 10458 97.41804429850107
10465 10459 98.60311201401124
10466 19862 299.29943660167623
10466 22660 387.7512603714068
10466 10468 188.58020305920027
10466 33006 142.5842074018023
10467 33005 100.53304584084357
10467 19982 82.94788653485031
10467 10469 108.49865530863724
10468 19729 51.372574959279845
10468 32994 159.0728590577207
10468 10466 188.5802030592003
10469 10470 64.61708049764945
10469 10467 108.49865530863721
10469 10429 262.4677977466596
10470 10471 97.19074345069326
10470 10423 89.2581604080728
10470 10469 64.61708049764945
10471 10422 82.68350618576024
10471 10470 97.19074345069326
10471 10425 92.28105102546455
10471 19979 202.46997813332098
10472 10476 108.75991843167469
10472 36755 34.890680713789465
10472 10441 65.68884241992696
10473 10483 29.964468470788738
10473 10437 171.0538696478207
10473 10474 61.250477114326074
10473 33266 78.68332007863782
10474 10438 172.0076752908053
10474 10475 64.64396591226063
10474 10473 61.250477114326074
10475 10441 109.02720145495967
10475 10476 65.34716958864769
10475 10474 64.64396591226063
10476 10472 108.75991843167469
10476 10475 65.34716958864769
10476 36841 42.65988917670266
10477 10484 78.3570005864452
10477 36841 9.83100790443382
10477 10440 173.45714937202945
10477 40086 111.30503226837689
10478 19781 29.63080057183657
10478 10487 21.119944183570503
10478 32930 146.03929669636554
10478 10422 648.4643599130052
10479 10480 50.75049715603887
10479 19781 139.86742363577926
10479 19780 52.773444614388865
10480 33036 46.91894090596198
10480 10479 50.75049715603887
10480 39949 99.24254587821694
10481 10482 82.60345401730034
10481 32985 11.499329812860577
10481 32990 15.767490190273497
10482 10481 82.60345401730034
10482 33266 50.630524755017355
10482 32919 202.69516747267497
10483 10473 29.964468470788738
10484 32919 113.03996685875472
10484 10477 78.3570005864452
10484 10485 220.47235747664087
10485 9806 139.96275330215443
10485 10484 220.47235747664084
10486 9810 24.942263587795473
10486 10199 811.7780376696055
10487 32992 388.5506403016415
10487 10488 13.310143467095951
10487 10478 21.119944183570503
10488 9814 88.70830957557519
10488 32904 27.91949074739517
10488 10487 13.310143467095951
10489 37067 13.049092808290386
10489 6882 40.15468061306426
10489 6883 46.35200059493745
10490 34474 197.33792391697244
10490 34477 24.975783530979605
10490 34479 76.07477940988788
10491 34877 105.77149496106202
10492 35021 31.58856409639583
10492 10493 30.56567139606007
10493 10492 30.56567139606007
10493 34877 35.04178504813628
10494 10495 179.399993032054
10494 10495 246.88664809619047
10494 34785 99.77409080967234
10495 34371 140.39288321756948
10495 10494 179.39999303205403
10495 10494 246.8866480961905
10496 21652 43.02826884400425
10496 21650 101.1356430878665
10496 24305 242.56795849774485
10497 21657 27.789600349000782
10497 21652 7.1070932887080485
10497 21653 67.92431619795835
10498 10511 253.58886046920844
10498 17789 85.9830755174328
10498 34886 145.1609668932255
10499 21661 12.480227687351853
10500 10504 83.79328094545167
10501 10502 26.0759109753915
10502 10501 26.0759109753915
10502 33762 57.884361064195545
10502 21667 34.89334825892556
10503 33762 4.078199583971657
10503 10504 18.695052659288095
10503 10508 74.38211166446702
10504 10503 18.695052659288095
10504 10500 83.79328094545167
10504 10505 19.913483970834356
10505 10504 19.913483970834356
10505 10507 66.95520932225749
10505 21665 41.03851343427049
10506 21554 128.46349539260117
10506 21553 648.8981392261177
10506 21580 465.59475761737883
10507 21672 32.193341660306224
10507 10508 38.70825834125115
10507 10505 66.95520932225749
10508 10507 38.70825834125115
10508 10509 26.04770913817998
10508 10503 74.38211166446702
10509 10508 26.04770913817998
10509 34554 85.61576063377694
10509 17791 104.7565144104665
10509 17790 66.93670811946453
10510 10513 55.82707442194526
10510 10511 104.652559440332
10510 10512 53.080724196343944
10511 10498 253.58886046920844
10511 34951 77.52750493231001
10511 77 128.80502683464138
10511 10510 104.652559440332
10512 34886 258.0505908985668
10512 10510 53.080724196343944
10512 34887 25.94682822782826
10513 10510 55.827074421945255
10513 21568 60.72409248791881
10513 10525 180.55295565394906
10514 34887 181.56442896402982
10514 34887 26.585477380294847
10514 35022 233.39017234404062
10515 10518 25.884996404679235
10516 21675 18.945556470150354
10516 39993 29.2865941329173
10516 10519 16.75819825951237
10517 10519 30.850571999043
10517 21674 27.463529599187055
10517 39992 41.33933977660808
10518 10521 45.18037716463778
10518 39989 54.35857507504171
10518 10515 25.884996404679235
10519 10517 30.850571999043
10519 10523 81.75943737539333
10519 10516 16.75819825951237
10520 21676 10.648985548919974
10520 39991 9.935525030606277
10520 21610 47.295705402414946
10521 39990 25.262132708658246
10521 10518 45.18037716463778
10521 39991 33.5716373360626
10521 78 136.28840282360719
10522 33926 58.797662148118754
10522 10536 204.39698178748205
10522 21570 53.21571864075479
10523 21678 24.364592134953277
10523 10519 81.75943737539333
10523 24298 101.96576066323807
10524 79 35.38004879532385
10525 35023 13.229136178572201
10525 34885 70.75752993611688
10525 10513 180.55295565394906
10526 21611 85.76353465099942
10526 24753 368.05551266179475
10526 33039 107.39320134301857
10527 21678 33.107906755618224
10527 10528 14.37776685316357
10527 10529 143.5323100724382
10528 10534 89.58714448014966
10528 24297 74.15427847261859
10528 10527 14.37776685316357
10529 21616 241.63164780522902
10529 21680 47.86468305774855
10529 10527 143.5323100724382
10530 10531 26.235302563732233
10530 10533 27.56920425602701
10530 10540 98.81960881999966
10531 10532 38.11480649216666
10531 10530 26.235302563732233
10531 10539 92.15869349468494
10532 10531 38.11480649216666
10532 10537 232.4793839085096
10532 10539 112.79814699315534
10533 10530 27.56920425602701
10533 21611 62.55603669628104
10533 33040 105.69442133788462
10534 24311 82.38119243152305
10534 10535 18.57438217744088
10534 10528 89.58714448014966
10535 10534 18.57438217744088
10536 78 277.38862124126354
10536 21617 180.5251845123096
10536 10522 204.39698178748205
10537 21612 23.183847416800383
10537 10532 232.47938390850962
10537 34124 393.09243040115666
10538 21613 90.62706825440117
10539 10540 27.196589924092027
10539 10531 92.15869349468494
